fir_number,crime_case_id,investigating_officer_id,complainant_name,complainant_contact,sections,filed_at,status,narrative,attachments,dataset_provenance,source_import_job_id,source_file,source_row_ref,id,created_at,updated_at
FIR-801/KPL/2026,cc8dbbbd-3e61-426f-98e9-0efcfc7af91e,f477b6e3-1f4a-46d7-a02e-bb78a32dd82b,State Complainant,,"IPC 420, IT Act 66D",2026-08-20 16:35:00,registered,Backend-seeded FIR for CR-2026-KPL-001; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-KPL-001.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-KPL-001.pdf"", ""size"": 284100}]",demo,,,,c275123c-f1af-4cc9-b45d-a09c96542f39,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-335/DET/2026,6b58a460-5cd0-4155-995d-5898573e5905,643e99ee-2480-49cb-b1b0-23ff69b53493,Pradeep Naik,+91 98800 00013,"NDPS 21, 22",2025-12-16 00:30:00,registered,Backend-seeded FIR for CR-2026-DET-236; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-236.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-236.pdf"", ""size"": 284100}]",demo,,,,c28285d4-222f-45cc-8cf6-9994fc3c282f,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-384/DET/2026,da58ba3a-f8e1-4bc2-bf42-84546fad927c,c01b3bfb-4c1b-4e70-bd24-9411fd4745f0,Mahantesh Patil,+91 98800 00027,"NDPS 21, 22",2026-05-11 01:40:00,closed,Backend-seeded FIR for CR-2026-DET-285; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-285.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-285.pdf"", ""size"": 284100}]",demo,,,,c3059bd8-7d9f-4f15-9318-fcb38c7ff432,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-701/CMG/2026,fa36523d-1030-4b0b-b182-2245ccc3983b,ca5236a4-32f9-4a78-8e38-29bb36d03874,State Complainant,,"IPC 379, 457",2026-08-11 04:25:00,registered,Backend-seeded FIR for CR-2026-CMG-001; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-CMG-001.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-CMG-001.pdf"", ""size"": 284100}]",demo,,,,c32f6f45-df49-44b1-bd9d-35ced0cfde4e,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-246/DET/2026,1be27dd3-49d6-4b52-a916-64be6aebe9df,d90df2b2-c392-4aed-8af3-1024b8d7e0a0,Arun Kumar,+91 98800 00038,Excise Act 32,2025-03-24 03:20:00,closed,Backend-seeded FIR for CR-2026-DET-147; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-147.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-147.pdf"", ""size"": 284100}]",demo,,,,c348eae6-f39c-4c5f-863f-9b922cd55b86,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-902/KLR/2026,bb1fbdd7-ffdd-4961-abb1-237a83bf56f7,314c456a-4c37-43b1-99a0-4b6239463b6f,State Complainant,,"NDPS 20, 21",2026-08-22 06:35:00,registered,Backend-seeded FIR for CR-2026-KLR-002; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-KLR-002.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-KLR-002.pdf"", ""size"": 284100}]",demo,,,,c3873605-23d2-44d9-bc51-214a9e001241,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-288/DET/2026,01e3b8cb-6369-4fa5-b43e-aa07b4547d71,c31cd5b1-71b1-4e9d-a06b-9fadde8f9e6f,State Complainant,,"DV Act, IPC 498A",2025-07-28 22:55:00,registered,Backend-seeded FIR for CR-2026-DET-189; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-189.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-189.pdf"", ""size"": 284100}]",demo,,,,c39882b7-f1b3-49be-82b1-b7860512b226,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-045/BNG/2026,1c33147e-6d08-4391-8adb-c69d2872d473,643e99ee-2480-49cb-b1b0-23ff69b53493,K. S. Narayanan,+91 98800 00001,"IPC 420, IT Act 66D",2026-08-26 19:15:00,registered,Backend-seeded FIR for CR-2026-BNG-001; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-BNG-001.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-BNG-001.pdf"", ""size"": 284100}]",demo,,,,c3bf9e8a-52c7-4cb5-91fe-3d6f337bf960,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-346/DET/2026,0a1287b2-4b8e-478a-adce-bdd80ad30777,219a87ba-850b-48e5-8a33-2151a3337db0,Ramesh Gowda,+91 98800 00033,"IPC 447, 506",2026-01-20 09:15:00,registered,Backend-seeded FIR for CR-2026-DET-247; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-247.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-247.pdf"", ""size"": 284100}]",demo,,,,c40af2d3-ca38-49b1-9ed5-25c5c8fc2018,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-222/DET/2026,499cb651-d391-4947-952f-470508a1bfd1,5bbc94f3-51a0-47de-802a-dd4b4ccedab1,State Complainant,,MMDR Act 21,2025-01-14 07:05:00,closed,Backend-seeded FIR for CR-2026-DET-123; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-123.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-123.pdf"", ""size"": 284100}]",demo,,,,c5a9a50e-8318-4207-adac-e17617800543,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-150/DET/2026,86161a59-57eb-4644-9bd0-1e5472e9177e,bf35b187-ebe7-4b59-8410-4293f883621a,State Complainant,,"IPC 420, IT Act 66D",2024-06-12 19:05:00,registered,Backend-seeded FIR for CR-2026-DET-051; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-051.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-051.pdf"", ""size"": 284100}]",demo,,,,c61c15dd-4446-4f65-b218-2accad6df845,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-241/DET/2026,2d16dbbc-5259-4655-807c-583e2ef6e199,f36f5a0e-c026-4c91-9ec4-02b25920283e,State Complainant,,"NDPS 21, 22",2025-03-08 04:15:00,registered,Backend-seeded FIR for CR-2026-DET-142; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-142.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-142.pdf"", ""size"": 284100}]",demo,,,,c6a615c9-f165-4c3e-8fbe-dee9bbb98340,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-123/KLB/2026,f498e3ed-f7ee-4d83-9a0d-0a1e6edac627,c01b3bfb-4c1b-4e70-bd24-9411fd4745f0,Ismail Nadaf,+91 98800 00029,MMDR Act 21,2026-08-21 07:45:00,registered,Backend-seeded FIR for CR-2026-KLB-002; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-KLB-002.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-KLB-002.pdf"", ""size"": 284100}]",demo,,,,c7a0d8a8-46c1-4184-ab4d-c3d7f9e8f9b1,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-314/DET/2026,867c4a68-08ca-4301-89ac-97e87ea54e1a,5121147d-f1ba-4bf4-9391-f5b7bb9124fb,State Complainant,,"IPC 379, 457",2025-10-17 05:35:00,registered,Backend-seeded FIR for CR-2026-DET-215; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-215.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-215.pdf"", ""size"": 284100}]",demo,,,,ca2cfb3c-4074-4f78-ab71-468f1c19e34b,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-601/SHG/2026,3d5d48c7-5acf-4071-9f1c-b0e5131df756,19ac4d07-7b48-4c0f-b27c-c36fdb9bf801,Arun Kumar,+91 98800 00038,MMDR Act 21,2026-08-13 05:05:00,registered,Backend-seeded FIR for CR-2026-SHG-001; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-SHG-001.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-SHG-001.pdf"", ""size"": 284100}]",demo,,,,ca665945-ca53-47d7-a3c4-7c6602d92dca,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-181/DET/2026,8b69f6f9-d0f8-4baa-8b11-f7c34519a4eb,5121147d-f1ba-4bf4-9391-f5b7bb9124fb,State Complainant,,"IPC 447, 506",2024-09-13 09:55:00,registered,Backend-seeded FIR for CR-2026-DET-082; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-082.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-082.pdf"", ""size"": 284100}]",demo,,,,cb2c9878-fa19-4515-97fc-995eeb953df1,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-244/DET/2026,af78b4d7-8868-43d5-b0de-a69fa644a598,f477b6e3-1f4a-46d7-a02e-bb78a32dd82b,Ismail Nadaf,+91 98800 00029,"IPC 420, IT Act 66D",2025-03-17 20:40:00,closed,Backend-seeded FIR for CR-2026-DET-145; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-145.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-145.pdf"", ""size"": 284100}]",demo,,,,cb8a938b-aeca-4a5b-b4ae-ab6a48a785d0,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-205/BLG/2026,300f0f43-7a03-411b-b872-dd00cbf9c141,31d37711-b1aa-44be-b8fd-c1a4355577d9,Bharat Hegde,+91 98800 00017,"IPC 379, 457",2026-08-14 03:30:00,registered,Backend-seeded FIR for CR-2026-BLG-002; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-BLG-002.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-BLG-002.pdf"", ""size"": 284100}]",demo,,,,cb9e17e6-e00f-47ed-b72b-3f8f57244cc1,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-210/DET/2026,43a741bf-613e-420a-bd4c-7783d03b0304,ca5236a4-32f9-4a78-8e38-29bb36d03874,Hema Malini,+91 98800 00023,"IPC 447, 506",2024-12-06 20:20:00,registered,Backend-seeded FIR for CR-2026-DET-111; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-111.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-111.pdf"", ""size"": 284100}]",demo,,,,cd8a1e8a-582a-4f7a-8487-0adba4a248c2,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-123/DET/2026,0d2222e9-9dc7-4723-b6af-1cd72129586b,314c456a-4c37-43b1-99a0-4b6239463b6f,Sarojini Bhat,+91 98800 00026,"IPC 379, 457",2024-03-24 03:20:00,registered,Backend-seeded FIR for CR-2026-DET-024; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-024.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-024.pdf"", ""size"": 284100}]",demo,,,,cdfa4108-1017-44a3-9a14-291389ff3926,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-388/DET/2026,7e0575ff-38a6-4530-adb1-3abbdf59260e,31d37711-b1aa-44be-b8fd-c1a4355577d9,Mahantesh Patil,+91 98800 00027,"IPC 447, 506",2026-05-25 18:25:00,registered,Backend-seeded FIR for CR-2026-DET-289; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-289.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-289.pdf"", ""size"": 284100}]",demo,,,,ce24e7e2-bc8d-4e80-b00e-a4bb65aac2f3,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-851/VJN/2026,fda38189-3bdb-46a3-b249-71427e089477,219a87ba-850b-48e5-8a33-2151a3337db0,State Complainant,,MMDR Act 21,2026-08-20 05:15:00,registered,Backend-seeded FIR for CR-2026-VJN-001; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-VJN-001.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-VJN-001.pdf"", ""size"": 284100}]",demo,,,,ce9c7095-ee1a-40de-9445-4e22f8eabe6f,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-299/DET/2026,ff68bd94-05d7-4cd9-85de-85bcbaed7af0,d90df2b2-c392-4aed-8af3-1024b8d7e0a0,State Complainant,,MMDR Act 21,2025-08-29 06:40:00,registered,Backend-seeded FIR for CR-2026-DET-200; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-200.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-200.pdf"", ""size"": 284100}]",demo,,,,cf066420-ebb4-46e5-981a-765f9fe712ad,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-318/DET/2026,4521b6ff-0fe6-4507-b957-0380fd411ffe,59c075bd-c5d7-48bc-b115-91f5b0d2cf7b,Gopal Krishna,+91 98800 00022,"IPC 323, 324",2025-10-27 22:10:00,registered,Backend-seeded FIR for CR-2026-DET-219; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-219.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-219.pdf"", ""size"": 284100}]",demo,,,,cf9d0a84-2e07-420a-bb66-65d0db7097c8,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-159/DET/2026,6f0ac6ad-fb12-482c-8d87-e10a9d53b3f2,a42d03ad-0de6-4b92-96ef-5ab3f60aff1e,State Complainant,,MMDR Act 21,2024-07-05 05:20:00,closed,Backend-seeded FIR for CR-2026-DET-060; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-060.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-060.pdf"", ""size"": 284100}]",demo,,,,d14da96b-746a-4c21-9505-f0f73f4ec4b0,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-250/DET/2026,d3c30489-7451-4036-b0c8-220e5ebb31e4,219a87ba-850b-48e5-8a33-2151a3337db0,Irfan Ahmed,+91 98800 00024,"IPC 447, 506",2025-04-08 20:40:00,closed,Backend-seeded FIR for CR-2026-DET-151; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-151.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-151.pdf"", ""size"": 284100}]",demo,,,,d19597ca-bd75-4f88-8674-09a9663f85d3,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-206/DET/2026,439da41d-8a87-4d9b-a501-c1b845b16ae5,f477b6e3-1f4a-46d7-a02e-bb78a32dd82b,Kavita Banakar,+91 98800 00028,Excise Act 32,2024-11-23 08:25:00,closed,Backend-seeded FIR for CR-2026-DET-107; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-107.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-107.pdf"", ""size"": 284100}]",demo,,,,d2831958-a453-4c4d-a263-5145d272a1b5,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-602/SHG/2026,3ddc3b2a-b02e-4391-9abb-157f70b670ae,19ac4d07-7b48-4c0f-b27c-c36fdb9bf801,State Complainant,,"IPC 420, IT Act 66D",2026-08-07 13:55:00,registered,Backend-seeded FIR for CR-2026-SHG-002; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-SHG-002.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-SHG-002.pdf"", ""size"": 284100}]",demo,,,,d2fde8c8-e028-47a4-a3cb-2178105f4d9c,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-852/VJN/2026,bd97266d-7b7a-4c3b-a1d3-954cbce5d01e,219a87ba-850b-48e5-8a33-2151a3337db0,State Complainant,,IPC 379,2026-08-09 02:15:00,registered,Backend-seeded FIR for CR-2026-VJN-002; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-VJN-002.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-VJN-002.pdf"", ""size"": 284100}]",demo,,,,d4695755-3f3b-44de-90d1-ac4d7b90fd8f,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-052/BNG/2026,104d2caa-241c-4d84-8754-de7b375d6f8e,643e99ee-2480-49cb-b1b0-23ff69b53493,K. S. Narayanan,+91 98800 00001,"IPC 419, IT Act 66C",2026-08-21 19:55:00,registered,Backend-seeded FIR for CR-2026-BNG-002; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-BNG-002.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-BNG-002.pdf"", ""size"": 284100}]",demo,,,,d4d5d505-4c41-4366-ab92-8f64a981c010,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-230/DET/2026,cd7d7548-f9bf-4a30-b08b-1578429670a8,5bbc94f3-51a0-47de-802a-dd4b4ccedab1,Eshwarappa,+91 98800 00020,"DV Act, IPC 498A",2025-02-07 01:00:00,registered,Backend-seeded FIR for CR-2026-DET-131; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-131.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-131.pdf"", ""size"": 284100}]",demo,,,,d4dba9fa-6595-49f7-b5d7-83ce51de3033,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-157/DET/2026,36b4aeec-60b5-46e7-ad34-357ba32499c6,8e38105b-15a3-48cb-8fe4-88a34542ccfa,Girijeshwar Rao,+91 98800 00015,"IPC 420, IT Act 66D",2024-07-01 13:35:00,registered,Backend-seeded FIR for CR-2026-DET-058; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-058.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-058.pdf"", ""size"": 284100}]",demo,,,,d5967e65-76a4-4a78-9922-6afe0605433a,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-361/DET/2026,4b494b74-1784-464a-9f68-872ca01fdb07,314c456a-4c37-43b1-99a0-4b6239463b6f,Eshwarappa,+91 98800 00020,"IPC 379, 457",2026-03-04 03:20:00,closed,Backend-seeded FIR for CR-2026-DET-262; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-262.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-262.pdf"", ""size"": 284100}]",demo,,,,d71bdbf8-839f-4413-aecb-1591e412c903,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-302/MND/2026,9a88a0ad-a2ac-424b-a4d2-f7ad76a84304,f36f5a0e-c026-4c91-9ec4-02b25920283e,State Complainant,,Excise Act 32,2026-08-09 05:05:00,registered,Backend-seeded FIR for CR-2026-MND-002; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-MND-002.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-MND-002.pdf"", ""size"": 284100}]",demo,,,,d75c3a2f-1276-459b-bfd1-f541d8df8ce0,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-322/DET/2026,5a49844a-e771-44c1-8e10-6dd146834f64,f4d572c8-e03b-4fe6-ac9e-c227c2dd9d4c,Manjula Devi,+91 98800 00036,"IPC 447, 506",2025-11-10 19:55:00,registered,Backend-seeded FIR for CR-2026-DET-223; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-223.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-223.pdf"", ""size"": 284100}]",demo,,,,d7d6cee8-0523-45ab-a7bd-9fad7541acdf,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-354/DET/2026,968a492b-8c08-484b-be53-e245f0d54f04,e44eac9d-cdbe-4431-b175-c6dd48feca28,Gopal Krishna,+91 98800 00022,"DV Act, IPC 498A",2026-02-10 23:25:00,closed,Backend-seeded FIR for CR-2026-DET-255; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-255.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-255.pdf"", ""size"": 284100}]",demo,,,,d9012c4c-112e-4e7a-be75-dc24725f63f5,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-122/KLB/2026,7c9faae7-56b8-4e72-bb86-48c80986d689,c01b3bfb-4c1b-4e70-bd24-9411fd4745f0,State Complainant,,"IPC 447, 506",2026-08-14 16:00:00,closed,Backend-seeded FIR for CR-2026-KLB-001; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-KLB-001.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-KLB-001.pdf"", ""size"": 284100}]",demo,,,,d99d28af-e95b-48a9-a906-b3a3429cfb3b,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-106/DET/2026,3339fd01-e192-4ded-b89e-5c23449a2387,643e99ee-2480-49cb-b1b0-23ff69b53493,Shashikala Devi,+91 98800 00034,Excise Act 32,2024-01-29 02:05:00,registered,Backend-seeded FIR for CR-2026-DET-007; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-007.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-007.pdf"", ""size"": 284100}]",demo,,,,d9a87d41-c4cd-470f-9281-ad87440dc111,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-054/BNG/2026,a9d3a055-8219-4e8c-9d9b-ad03bc6ffb57,643e99ee-2480-49cb-b1b0-23ff69b53493,Sunita Devi,+91 98800 00006,"IPC 420, IT Act 66D",2026-08-15 21:10:00,registered,Backend-seeded FIR for CR-2026-BNG-004; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-BNG-004.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-BNG-004.pdf"", ""size"": 284100}]",demo,,,,d9e04b0e-de7c-4f81-b7d9-bb514998025b,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-286/DET/2026,4aeb6527-1185-47a9-bce5-26e2bcc1bcc5,32ef8189-db8a-47c3-b687-3bf34a097b2b,State Complainant,,"IPC 420, IT Act 66D",2025-07-23 22:35:00,closed,Backend-seeded FIR for CR-2026-DET-187; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-187.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-187.pdf"", ""size"": 284100}]",demo,,,,daa9b36a-97d8-4f09-84bf-32d669ae1aae,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-180/DET/2026,cb525e2b-3ef9-4dc4-876f-271b395f55cf,5bbc94f3-51a0-47de-802a-dd4b4ccedab1,K. S. Narayanan,+91 98800 00001,MMDR Act 21,2024-09-09 05:15:00,closed,Backend-seeded FIR for CR-2026-DET-081; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-081.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-081.pdf"", ""size"": 284100}]",demo,,,,dd91492e-ea07-41c6-b080-63529ba95ba3,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-791/MYS/2026,543857ba-0012-40fb-b353-6f0722a2613e,6d399214-9acb-4a0b-98c8-ae0b2a17b775,Jyothi Lingegowda,+91 98800 00025,"IPC 420, IT Act 66D",2026-08-20 16:25:00,registered,Backend-seeded FIR for CR-2026-MYS-003; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-MYS-003.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-MYS-003.pdf"", ""size"": 284100}]",demo,,,,ddb368e5-5e2b-44ce-9620-61e328ce3176,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-323/DET/2026,6f05fc73-7ddf-4f3d-8462-d98c62b7bd64,bf35b187-ebe7-4b59-8410-4293f883621a,State Complainant,,Excise Act 32,2025-11-12 04:05:00,closed,Backend-seeded FIR for CR-2026-DET-224; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-224.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-224.pdf"", ""size"": 284100}]",demo,,,,ddc52207-261a-4dbd-ac69-408b60c8abfa,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-290/DET/2026,dd764888-d847-423f-bc86-9b2f19acb75b,a42d03ad-0de6-4b92-96ef-5ab3f60aff1e,Manjula Devi,+91 98800 00036,"IPC 447, 506",2025-08-05 12:55:00,registered,Backend-seeded FIR for CR-2026-DET-191; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-191.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-191.pdf"", ""size"": 284100}]",demo,,,,df478a5f-2626-4056-a80e-ddd4d65d59b4,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-155/DET/2026,48f8ed2c-ce1b-4021-884b-d73e071295c4,6d399214-9acb-4a0b-98c8-ae0b2a17b775,Padmavathi,+91 98800 00039,"IPC 323, 324",2024-06-23 13:25:00,closed,Backend-seeded FIR for CR-2026-DET-056; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-056.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-056.pdf"", ""size"": 284100}]",demo,,,,e127958f-203a-45ef-b795-29aacc585ec5,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-278/DET/2026,aee8d751-5384-4854-abe7-356c7d38c074,643e99ee-2480-49cb-b1b0-23ff69b53493,Sarojini Bhat,+91 98800 00026,Excise Act 32,2025-06-29 04:35:00,closed,Backend-seeded FIR for CR-2026-DET-179; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-179.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-179.pdf"", ""size"": 284100}]",demo,,,,e28d3b25-e405-4d6d-b9bc-4fd122572bd0,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-209/HSN/2026,8900e353-d4dd-4b14-9d4b-ac36327f8af7,d90df2b2-c392-4aed-8af3-1024b8d7e0a0,Ramesh Gowda,+91 98800 00033,"IPC 420, IT Act 66D",2026-08-19 21:20:00,registered,Backend-seeded FIR for CR-2026-HSN-002; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-HSN-002.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-HSN-002.pdf"", ""size"": 284100}]",demo,,,,e2fe5ac7-125f-4fb4-9e86-13ac54831ec6,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-105/DET/2026,27c7cce2-e904-4b01-a2ab-22cb39a67af8,c31cd5b1-71b1-4e9d-a06b-9fadde8f9e6f,State Complainant,,"IPC 379, 457",2024-01-28 04:40:00,registered,Backend-seeded FIR for CR-2026-DET-006; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-006.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-006.pdf"", ""size"": 284100}]",demo,,,,e30d8313-deae-457d-aa14-117e42b16a1c,2026-08-29 12:45:07,2026-08-29 12:45:07
